,filename,folder,octTags0,octTags1,octTags2,octTags3,octTags4,all_label,fundus_image_qualified,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_macular-position,fi_unqualified_focus-clearness,fi_unqualified_readable-range,fi_unqualified_others,path,exists
20,1301212-20180403-R_180403151335859._154.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301212-20180403-R_180403151335859._154.png,TRUE
1431,1427230-20161213-R_161213150226359._058.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427230-20161213-R_161213150226359._058.png,TRUE
1002,14001532-20140903-R_140903130914703_059.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001532-20140903-R_140903130914703_059.png,TRUE
1994,14000977-20140523-L_140523084414640_115.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14000977-20140523-L_140523084414640_115.png,TRUE
1978,18140052-20191202-R_191202091420523.1215738.20635_157.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18140052-20191202-R_191202091420523.1215738.20635_157.png,TRUE
3135,1301174-20160318-L_160318162930921._169.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301174-20160318-L_160318162930921._169.png,TRUE
900,18060056-20180910-R_180910161552984_144.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18060056-20180910-R_180910161552984_144.png,TRUE
2498,1301095-20160415-R_160415105208171._137.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301095-20160415-R_160415105208171._137.png,TRUE
3323,13011043-20180301-R_180301104132781_019.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011043-20180301-R_180301104132781_019.png,TRUE
2072,86183552-20190806-R_1.2.276.0.75.2.1.20.0.3.190806091639078.1076358.25920_141.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86183552-20190806-R_1.2.276.0.75.2.1.20.0.3.190806091639078.1076358.25920_141.png,TRUE
2341,86184004-20190712-R_1.2.276.0.75.2.1.20.0.3.190712140142718.1076358.30391_171.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86184004-20190712-R_1.2.276.0.75.2.1.20.0.3.190712140142718.1076358.30391_171.png,TRUE
1402,1301105-20150601-L_150601113630796._028.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301105-20150601-L_150601113630796._028.png,TRUE
1930,86175505-20180522-L_180522144806562_049.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86175505-20180522-L_180522144806562_049.png,TRUE
3501,1301022-20160307-R_160307111002593._089.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301022-20160307-R_160307111002593._089.png,TRUE
2083,1301195-20180521-L_180521160949953._138.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301195-20180521-L_180521160949953._138.png,TRUE
650,1301078-20160420-R_160420111311265_114.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301078-20160420-R_160420111311265_114.png,TRUE
768,86177712-20200115-L_200115150210454.1215738.18087_180.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86177712-20200115-L_200115150210454.1215738.18087_180.png,TRUE
785,1301044-20150323-L_151221100609703._151.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301044-20150323-L_151221100609703._151.png,TRUE
893,14003736-20150821-R_150821154648984_086.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14003736-20150821-R_150821154648984_086.png,TRUE
2447,18140039-20191120-L_191120085541359.1076358.2351_149.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18140039-20191120-L_191120085541359.1076358.2351_149.png,TRUE
1927,13011084-20181121-R_181121150633562_181.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011084-20181121-R_181121150633562_181.png,TRUE
1661,1427037-20151209-L_151209163617281._198.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427037-20151209-L_151209163617281._198.png,TRUE
3282,13011042-20170224-L_170224152332843_151.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_focus-clearnessnannan,0,1,0,1,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011042-20170224-L_170224152332843_151.png,TRUE
1887,1301067-20160418-R_160418111604609._038.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301067-20160418-R_160418111604609._038.png,TRUE
3325,16121006-20170821-R_170821101606796_138.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/16121006-20170821-R_170821101606796_138.png,TRUE
636,16063012-20190816-L_1.2.276.0.75.2.1.20.0.3.190816110448718.1076358.15098_057.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangenannan,0,1,0,0,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/16063012-20190816-L_1.2.276.0.75.2.1.20.0.3.190816110448718.1076358.15098_057.png,TRUE
2125,1427060-20161230-R_161230141959687._028.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427060-20161230-R_161230141959687._028.png,TRUE
2695,15093085-20191211-R_191211144849096.1215738.10592_168.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093085-20191211-R_191211144849096.1215738.10592_168.png,TRUE
2496,1301276-20160428-L_160428113806062._001.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301276-20160428-L_160428113806062._001.png,TRUE
1042,86162285-20181120-R_181120161600125_096.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86162285-20181120-R_181120161600125_096.png,TRUE
2922,1301020-20170907-L_170907160301093._184.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301020-20170907-L_170907160301093._184.png,TRUE
495,13161326-20200114-L_200114151756500.1076358.22728_036.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13161326-20200114-L_200114151756500.1076358.22728_036.png,TRUE
3413,1000093625-20191129-_1.2.276.0.75.2.1.20.0.3.191129084626803.1195722.25171_025.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangefi_unqualified_othersnan,0,1,0,0,1,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1000093625-20191129-_1.2.276.0.75.2.1.20.0.3.191129084626803.1195722.25171_025.png,TRUE
2360,140401723-20150601-R_15060110090832_102.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/140401723-20150601-R_15060110090832_102.png,TRUE
2570,13011042-20180914-L_180914104609828_012.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011042-20180914-L_180914104609828_012.png,TRUE
1015,1301174-20170327-L_170327153428875._063.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301174-20170327-L_170327153428875._063.png,TRUE
1033,14005029-20180209-R_180209151614015_093.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14005029-20180209-R_180209151614015_093.png,TRUE
2203,1301281-20170705-R_170705100145234._028.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301281-20170705-R_170705100145234._028.png,TRUE
865,1301049-20150326-R_150326103220375._044.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301049-20150326-R_150326103220375._044.png,TRUE
3014,86178842-20180907-R_180907152547000_187.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86178842-20180907-R_180907152547000_187.png,TRUE
270,14000914-20140509-L_140509155644921_068.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14000914-20140509-L_140509155644921_068.png,TRUE
3109,14003226-20150612-R_150612162435906_153.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14003226-20150612-R_150612162435906_153.png,TRUE
622,14004367-20190703-R_1.2.276.0.75.2.1.20.0.3.190703140507484.1076358.10764_044.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004367-20190703-R_1.2.276.0.75.2.1.20.0.3.190703140507484.1076358.10764_044.png,TRUE
2978,86171130-20150330-L_150330153705828_052.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86171130-20150330-L_150330153705828_052.png,TRUE
2061,86161515-20160809-R_160809140920265_153.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86161515-20160809-R_160809140920265_153.png,TRUE
730,1301271-20160420-R_160420105852656._035.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangenannan,0,1,0,0,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301271-20160420-R_160420105852656._035.png,TRUE
141,14271008-20160815-R_160815160941718_036.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14271008-20160815-R_160815160941718_036.png,TRUE
752,1301163-20150824-R_150824105626062._033.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301163-20150824-R_150824105626062._033.png,TRUE
292,13011070-20180511-R_180511113219328_082.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_macular-position,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_macular-positionnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011070-20180511-R_180511113219328_082.png,TRUE
211,1301095-20140627-R_140627154409812._090.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301095-20140627-R_140627154409812._090.png,TRUE
2785,1427005-20150729-R_150729114352875._157.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427005-20150729-R_150729114352875._157.png,TRUE
1531,86186244-20191227-R_1.2.276.0.75.2.1.20.0.3.191227102003859.1076358.1420_177.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186244-20191227-R_1.2.276.0.75.2.1.20.0.3.191227102003859.1076358.1420_177.png,TRUE
763,14004496-20170926-L_170926140647703_184.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004496-20170926-L_170926140647703_184.png,TRUE
862,1301287-20160425-L_160425145407812._137.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301287-20160425-L_160425145407812._137.png,TRUE
2118,17071127-20191203-L_1.2.276.0.75.2.1.20.0.3.191203083117765.1076358.25970_060.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/17071127-20191203-L_1.2.276.0.75.2.1.20.0.3.191203083117765.1076358.25970_060.png,TRUE
2150,1301239-20151027-L_151027101221390._097.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301239-20151027-L_151027101221390._097.png,TRUE
334,13011042-20170224-R_170224152328765_066.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011042-20170224-R_170224152328765_066.png,TRUE
1138,86174545-20180105-L_180105092502000_156.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86174545-20180105-L_180105092502000_156.png,TRUE
876,14002189-20141231-R_141231145514046_059.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002189-20141231-R_141231145514046_059.png,TRUE
175,1301194-20150206-R_150206104504718_035.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301194-20150206-R_150206104504718_035.png,TRUE
2453,15091282-20191126-L_191126120835027.1215738.25959_003.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15091282-20191126-L_191126120835027.1215738.25959_003.png,TRUE
1664,86176748-20180313-R_180313134444250_132.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,fi_unqualified_macular-position,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangefi_unqualified_macular-positionnan,0,1,0,1,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86176748-20180313-R_180313134444250_132.png,TRUE
3489,18140017-20191119-R_1.2.276.0.75.2.1.20.0.3.191119104017593.1076358.10137_083.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_focus-clearnessnannan,0,1,0,0,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18140017-20191119-R_1.2.276.0.75.2.1.20.0.3.191119104017593.1076358.10137_083.png,TRUE
1735,18010092-20190820-R_1.2.276.0.75.2.1.20.0.3.190820084054953.1076358.11979_087.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_macular-position,fi_unqualified_readable-range,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_macular-positionfi_unqualified_readable-rangenan,0,1,0,1,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18010092-20190820-R_1.2.276.0.75.2.1.20.0.3.190820084054953.1076358.11979_087.png,TRUE
3033,14004521-20180517-R_180517135929671_009.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004521-20180517-R_180517135929671_009.png,TRUE
2202,1301271-20160420-L_160420105855671._068.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301271-20160420-L_160420105855671._068.png,TRUE
3364,14002073-20141210-R_14121012235650_031.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002073-20141210-R_14121012235650_031.png,TRUE
2872,1427206-20160108-L_160108171150500._142.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_macular-position,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_macular-positionfi_unqualified_othersnan,0,1,0,1,1,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427206-20160108-L_160108171150500._142.png,TRUE
257,86161942-20170208-R_170208102117703_067.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86161942-20170208-R_170208102117703_067.png,TRUE
2322,1301133-20160908-L_160908101848765._122.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301133-20160908-L_160908101848765._122.png,TRUE
1228,15093027-20191127-R_191127112342631.1215738.17799_122.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_macular-position,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_macular-positionfi_unqualified_othersnan,0,1,1,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093027-20191127-R_191127112342631.1215738.17799_122.png,TRUE
3396,1301154-20171213-L_171213101058250._056.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301154-20171213-L_171213101058250._056.png,TRUE
1037,15093069-20191206-L_191206110503093.1215738.18948_155.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093069-20191206-L_191206110503093.1215738.18948_155.png,TRUE
791,1301078-20180716-L_180716100453625._173.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301078-20180716-L_180716100453625._173.png,TRUE
2851,1301206-20191120-R_191120103701203.1076358.14776_046.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301206-20191120-R_191120103701203.1076358.14776_046.png,TRUE
1380,1301203-20180302-L_180302103155250._147.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301203-20180302-L_180302103155250._147.png,TRUE
2939,86179363-20181106-L_181106092405156_037.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86179363-20181106-L_181106092405156_037.png,TRUE
878,19160003-20200407-L_200407143246084.1215738.19773_193.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/19160003-20200407-L_200407143246084.1215738.19773_193.png,TRUE
2989,14003447-20150717-L_150717155632000_186.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14003447-20150717-L_150717155632000_186.png,TRUE
3161,1301203-20161129-L_161129101848125._168.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301203-20161129-L_161129101848125._168.png,TRUE
267,14001172-20190827-L_1.2.276.0.75.2.1.20.0.3.190827092247890.1076358.17318_036.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001172-20190827-L_1.2.276.0.75.2.1.20.0.3.190827092247890.1076358.17318_036.png,TRUE
766,86186582-20191225-R_1.2.276.0.75.2.1.20.0.3.191225144206750.1076358.10268_066.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186582-20191225-R_1.2.276.0.75.2.1.20.0.3.191225144206750.1076358.10268_066.png,TRUE
3192,13161307-20190809-L_1.2.276.0.75.2.1.20.0.3.190809092926656.1076358.19562_033.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13161307-20190809-L_1.2.276.0.75.2.1.20.0.3.190809092926656.1076358.19562_033.png,TRUE
3447,1301276-20170213-R_170213113543031._041.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301276-20170213-R_170213113543031._041.png,TRUE
429,13011004-20191129-R_191129100619531.1076358.14989_011.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011004-20191129-R_191129100619531.1076358.14989_011.png,TRUE
628,13011058-20181024-L_181024093836078_051.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011058-20181024-L_181024093836078_051.png,TRUE
